PracticeCode,HB,HBName,Postcode,Latitude,Longitude,Easting,Northing
85009,S08000022,NHS Highland,G83 7AE,56.194168,-4.748143,229583,703572
85032,S08000031,NHS Greater Glasgow and Clyde,G82 1PW,55.946192,-4.573953,239359,675565
85047,S08000031,NHS Greater Glasgow and Clyde,G82 1PW,55.946192,-4.573953,239359,675565
85066,S08000031,NHS Greater Glasgow and Clyde,G82 1PW,55.946192,-4.573953,239359,675565
85071,S08000031,NHS Greater Glasgow and Clyde,G82 1PW,55.946192,-4.573953,239359,675565
85085,S08000031,NHS Greater Glasgow and Clyde,G82 1PW,55.946192,-4.573953,239359,675565
85090,S08000031,NHS Greater Glasgow and Clyde,G82 1PW,55.946192,-4.573953,239359,675565
85117,S08000022,NHS Highland,G84 0SL,56.083852,-4.833998,223753,691515
85141,S08000022,NHS Highland,G84 7QL,56.004318,-4.730167,229862,682406
85155,S08000022,NHS Highland,G84 7QL,56.004318,-4.730167,229862,682406
85193,S08000022,NHS Highland,G84 0JL,55.985968,-4.818278,224286,680585
85225,S08000031,NHS Greater Glasgow and Clyde,G83 0UA,55.993086,-4.591825,238439,680824
85230,S08000031,NHS Greater Glasgow and Clyde,G83 0NB,55.987125,-4.579063,239210,680131
85259,S08000031,NHS Greater Glasgow and Clyde,G83 0UE,55.993443,-4.584664,238887,680847
85403,S08000031,NHS Greater Glasgow and Clyde,G83 0UA,55.993086,-4.591825,238439,680824
86001,S08000031,NHS Greater Glasgow and Clyde,PA19 1AQ,55.961256,-4.8164,224291,677831
86040,S08000031,NHS Greater Glasgow and Clyde,PA15 4LY,55.945989,-4.766612,227330,676007
86054,S08000031,NHS Greater Glasgow and Clyde,PA15 4LY,55.945989,-4.766612,227330,676007
86162,S08000031,NHS Greater Glasgow and Clyde,PA15 4LY,55.945989,-4.766612,227330,676007
86177,S08000031,NHS Greater Glasgow and Clyde,PA16 8HW,55.948917,-4.767911,227262,676336
86181,S08000031,NHS Greater Glasgow and Clyde,PA15 4DG,55.94634,-4.7693,227164,676053
86196,S08000031,NHS Greater Glasgow and Clyde,PA13 4AP,55.892924,-4.625766,235899,669760
86209,S08000031,NHS Greater Glasgow and Clyde,PA13 4LE,55.893363,-4.627923,235766,669814
86228,S08000031,NHS Greater Glasgow and Clyde,PA15 4LY,55.945989,-4.766612,227330,676007
86271,S08000031,NHS Greater Glasgow and Clyde,PA14 5EW,55.934437,-4.685932,232317,674523
86285,S08000031,NHS Greater Glasgow and Clyde,PA14 5EW,55.934437,-4.685932,232317,674523
86317,S08000031,NHS Greater Glasgow and Clyde,PA14 5EW,55.934437,-4.685932,232317,674523
86321,S08000031,NHS Greater Glasgow and Clyde,PA14 5EW,55.934437,-4.685932,232317,674523
86336,S08000031,NHS Greater Glasgow and Clyde,PA14 5UD,55.924546,-4.663732,233661,673369
86341,S08000031,NHS Greater Glasgow and Clyde,PA15 4DG,55.94634,-4.7693,227164,676053
86355,S08000031,NHS Greater Glasgow and Clyde,PA15 4LY,55.945989,-4.766612,227330,676007
87019,S08000031,NHS Greater Glasgow and Clyde,G78 1SW,55.802455,-4.386976,250481,659153
87023,S08000031,NHS Greater Glasgow and Clyde,G78 3HJ,55.783875,-4.424516,248056,657168
87108,S08000031,NHS Greater Glasgow and Clyde,G78 1SW,55.802455,-4.386976,250481,659153
87112,S08000031,NHS Greater Glasgow and Clyde,PA7 5AW,55.904316,-4.502155,243673,670741
87146,S08000031,NHS Greater Glasgow and Clyde,PA6 7AR,55.871361,-4.540447,241145,667162
87165,S08000031,NHS Greater Glasgow and Clyde,G78 1SW,55.802455,-4.386976,250481,659153
87184,S08000031,NHS Greater Glasgow and Clyde,PA8 7JQ,55.899656,-4.443671,247310,670092
87235,S08000031,NHS Greater Glasgow and Clyde,PA8 7AF,55.905096,-4.448493,247030,670708
87240,S08000031,NHS Greater Glasgow and Clyde,PA8 6BS,55.908367,-4.465213,245998,671109
87292,S08000031,NHS Greater Glasgow and Clyde,PA5 8EY,55.834156,-4.513935,242653,662962
87305,S08000031,NHS Greater Glasgow and Clyde,PA5 8PZ,55.833464,-4.514992,242584,662887
87324,S08000031,NHS Greater Glasgow and Clyde,PA5 8SU,55.836461,-4.517645,242430,663227
87339,S08000031,NHS Greater Glasgow and Clyde,PA5 8SL,55.837485,-4.514613,242624,663334
87343,S08000031,NHS Greater Glasgow and Clyde,PA5 8PZ,55.833464,-4.514992,242584,662887
87409,S08000031,NHS Greater Glasgow and Clyde,PA3 3DB,55.848103,-4.489273,244253,664458
87432,S08000031,NHS Greater Glasgow and Clyde,PA12 4AH,55.794095,-4.630725,235171,658777
87466,S08000031,NHS Greater Glasgow and Clyde,PA2 6LR,55.837895,-4.42347,248332,663176
87471,S08000031,NHS Greater Glasgow and Clyde,PA1 1UB,55.841472,-4.421857,248447,663570
87485,S08000031,NHS Greater Glasgow and Clyde,PA3 1NT,55.849182,-4.453474,246498,664498
87490,S08000031,NHS Greater Glasgow and Clyde,PA1 2PS,55.844479,-4.439583,247349,663944
87502,S08000031,NHS Greater Glasgow and Clyde,PA2 6LW,55.837474,-4.423875,248305,663130
87517,S08000031,NHS Greater Glasgow and Clyde,PA2 8DX,55.823468,-4.431978,247743,661590
87521,S08000031,NHS Greater Glasgow and Clyde,PA3 4AD,55.848611,-4.420144,248582,664361
87541,S08000031,NHS Greater Glasgow and Clyde,PA3 4AD,55.848611,-4.420144,248582,664361
87555,S08000031,NHS Greater Glasgow and Clyde,PA1 3QS,55.84726,-4.415012,248898,664199
87560,S08000031,NHS Greater Glasgow and Clyde,PA3 2DY,55.850274,-4.426079,248217,664559
87574,S08000031,NHS Greater Glasgow and Clyde,PA3 2HQ,55.848246,-4.428668,248047,664339
87606,S08000031,NHS Greater Glasgow and Clyde,PA3 4AD,55.848611,-4.420144,248582,664361
87625,S08000031,NHS Greater Glasgow and Clyde,PA1 1SU,55.840612,-4.418082,248680,663466
87697,S08000031,NHS Greater Glasgow and Clyde,PA4 8RU,55.881391,-4.383874,250978,667929
87700,S08000031,NHS Greater Glasgow and Clyde,PA4 8RU,55.881391,-4.383874,250978,667929
87714,S08000031,NHS Greater Glasgow and Clyde,PA4 8RU,55.881391,-4.383874,250978,667929
87729,S08000031,NHS Greater Glasgow and Clyde,PA5 8PZ,55.833464,-4.514992,242584,662887
90031,S08000028,NHS Western Isles,HS1 2PS,58.212332,-6.37331,143232,933179
90098,S08000028,NHS Western Isles,HS3 3BG,57.902065,-6.814201,114897,900455
90101,S08000028,NHS Western Isles,HS5 3UA,57.767634,-7.015927,101849,886383
90115,S08000028,NHS Western Isles,HS6 5AE,57.604972,-7.162904,91739,868963
90120,S08000028,NHS Western Isles,HS7 5QA,57.442822,-7.358463,78648,851852
90134,S08000028,NHS Western Isles,HS8 5SS,57.165111,-7.372195,75383,821058
90149,S08000028,NHS Western Isles,HS9 5XD,56.955611,-7.487706,66533,798337
90172,S08000028,NHS Western Isles,HS1 2XB,58.208757,-6.386169,142451,932831
90204,S08000028,NHS Western Isles,HS2 9JP,58.151824,-6.502631,135193,926952
21830,S08000029,NHS Fife,KY16 8AR,56.327485,-2.805652,350277,715303
21524,S08000029,NHS Fife,KY8 3RS,56.187062,-3.001577,337934,699833
55304,S08000022,NHS Highland,IV27 4RP,58.458076,-5.043472,222538,956222
56523,S08000022,NHS Highland,IV49 9AA,57.246596,-5.909475,164249,824094
18625,S08000017,NHS Dumfries and Galloway,DG8 6NR,54.95962,-4.480468,241279,565592
40737,S08000031,NHS Greater Glasgow and Clyde,G14 9SS,55.8835,-4.357282,252649,668107
60228,S08000032,NHS Lanarkshire,ML5 2RY,55.896387,-4.057196,271459,668942
10746,S08000030,NHS Tayside,PH13 9DD,56.544881,-3.26572,322273,739927
20269,S08000029,NHS Fife,KY5 0JE,56.14649,-3.26368,321584,695585
49801,S08000031,NHS Greater Glasgow and Clyde,G41 1NX,55.845283,-4.274521,257685,663681
61659,S08000032,NHS Lanarkshire,ML6 6DB,55.865882,-3.978454,276285,665404
71401,S08000024,NHS Lothian,EH4 7NX,55.959233,-3.288021,319683,674773
25968,S08000019,NHS Forth Valley,FK8 3NB,56.116283,-4.297842,257228,693883
86360,S08000031,NHS Greater Glasgow and Clyde,PA15 4LY,55.945989,-4.766612,227330,676007
33061,S08000020,NHS Grampian,AB37 9AN,57.353999,-3.355359,318548,830091
78397,S08000024,NHS Lothian,EH54 8PY,55.902203,-3.547662,303332,668759
30773,S08000020,NHS Grampian,AB16 5UU,57.166396,-2.158172,390533,808405
71420,S08000024,NHS Lothian,EH28 8RH,55.920508,-3.387339,313396,670583
63890,S08000032,NHS Lanarkshire,ML2 9AX,55.783186,-3.878765,282273,656028
71434,S08000024,NHS Lothian,EH12 8XP,55.951366,-3.303807,318681,673916
80970,S08000015,NHS Ayrshire and Arran,KA3 2QS,55.639417,-4.530851,240802,641335
52429,S08000031,NHS Greater Glasgow and Clyde,G43 1RR,55.82651,-4.296447,256243,661638
56538,S08000022,NHS Highland,IV11 8YF,57.681395,-4.036857,278642,867552
25972,S08000019,NHS Forth Valley,FK10 3JQ,56.124693,-3.783555,289224,693873
43581,S08000031,NHS Greater Glasgow and Clyde,G66 3BF,55.934566,-4.151712,265682,673370
30294,S08000020,NHS Grampian,AB11 8ER,57.134622,-2.088608,394735,804860
71449,S08000024,NHS Lothian,EH10 4RP,55.925853,-3.208493,324583,670968
81012,S08000015,NHS Ayrshire and Arran,KA20 3AB,55.640617,-4.756585,226603,642010
78414,S08000024,NHS Lothian,EH47 9JD,55.829539,-3.704191,293347,660903
25991,S08000019,NHS Forth Valley,FK7 8DW,56.064675,-3.875042,283356,687345
21613,S08000029,NHS Fife,KY12 9QH,56.085423,-3.567372,302562,689176
46625,S08000031,NHS Greater Glasgow and Clyde,G31 3BP,55.863196,-4.214677,261495,665553
26001,S08000019,NHS Forth Valley,FK10 3JQ,56.124693,-3.783555,289224,693873
26015,S08000019,NHS Forth Valley,FK7 0HW,56.093656,-3.921767,280537,690650
26020,S08000019,NHS Forth Valley,FK3 9EL,56.010879,-3.710934,293424,681093
87733,S08000031,NHS Greater Glasgow and Clyde,PA8 6BS,55.908367,-4.465213,245998,671109
30985,S08000020,NHS Grampian,AB10 1UT,57.145567,-2.116479,393051,806081
63921,S08000032,NHS Lanarkshire,ML11 7DH,55.674317,-3.771986,288659,643737
84538,S08000022,NHS Highland,PA75 6PN,56.619948,-6.075392,150085,754996
86374,S08000031,NHS Greater Glasgow and Clyde,PA15 4LY,55.945989,-4.766612,227330,676007
31550,S08000020,NHS Grampian,AB43 9NH,57.686803,-2.019911,398912,866329
